,TimeDiff,tweet_1st,tweet_2nd,Label
38556,64.22777777777777,7.3382688,2.0369234,1
38565,64.18083333333334,7.4343767,2.438673,1
38596,64.07138888888889,3.5583997,10.444867,1
38641,63.89805555555556,6.071221,3.1537821,0
38730,63.62138888888889,7.3721232,2.6877184,1
38820,63.29833333333333,7.316102,2.4504273,1
38924,62.94472222222223,8.693047,7.09058,1
38926,62.93944444444445,7.640243,2.5959542,1
39029,62.57388888888889,7.3147173,3.9247699,1
39103,62.23138888888889,7.365159,2.442906,1
39341,61.05888888888889,7.2515254,2.052014,0
39358,61.00111111111111,8.2811,0.9107405,1
39421,60.54611111111111,7.470448,2.4879155,1
39443,60.44694444444445,5.788812,4.4570746,1
39461,60.348055555555554,7.5490403,2.5115411,1
39508,60.024166666666666,6.4107795,2.7868152,1
39602,59.28916666666667,5.4016595,4.52223,1
39604,59.281666666666666,5.5060544,6.519658,1
39629,58.98805555555556,7.3936315,2.4167984,1
39693,58.00694444444444,8.28793,2.3122358,1
39694,57.97055555555556,8.544943,7.053399,1
39770,55.903888888888886,7.3272595,2.6634219,1
39804,55.15888888888889,8.317874,6.5719066,1
39875,53.53416666666666,7.3752875,2.6287827,1
39902,53.09166666666667,7.350913,2.5106823,1
40009,51.83583333333333,7.4725103,2.3552074,1
40040,51.57944444444445,4.6661425,2.656935,1
40092,51.23777777777778,7.8881593,2.2568908,1
40099,51.19444444444444,7.449427,2.4303527,1
40100,51.19416666666667,6.0811067,3.8407922,1
40165,50.77361111111111,8.572096,4.5778027,1
40180,50.71138888888889,7.4772186,2.5587397,0
40211,50.55361111111111,10.222533,6.6173005,1
40329,49.715,7.332653,2.4471517,1
40484,48.71388888888889,7.3685675,2.5209126,1
40830,46.96,7.4579477,2.5272212,1
40936,46.52027777777778,6.745616,2.6243236,1
41157,45.63194444444444,7.9572515,2.1876962,1
41180,45.528333333333336,7.491477,2.5136926,1
41323,45.03361111111112,6.7267694,2.015599,0
41427,44.711666666666666,7.83888,2.2595162,1
41450,44.56027777777778,8.01614,2.1997776,1
41579,43.78833333333333,8.144259,1.6165962,1
41676,43.30444444444444,7.9510303,2.246125,1
41698,43.22055555555556,7.441627,2.6043627,1
41700,43.2175,6.440853,2.0473504,0
41756,42.99055555555555,7.9147987,2.1691694,1
41883,42.22444444444445,7.573016,2.5086548,1
41991,41.750277777777775,6.827298,2.4497094,1
41994,41.74944444444444,7.431623,2.570789,1
42068,41.3525,7.3785725,2.4642541,1
42121,41.05638888888889,8.060393,2.218246,1
42159,40.814166666666665,7.8363214,2.219399,1
42298,38.68805555555556,7.275315,2.7807894,1
